,lat_x,hgr_id,name,alt_name,partof_id,lng,lat_y,_type,source_url,text,name_modern_sp,result_placename,searched_placename,admin1,country_name,src_id,country_code,url,local_result,src,ru_prov,prov_modern_sp,prov_stem,admin1_partof,ru_uezd,uezd_modern_sp,uezd_stem,admin2_partof,page,lc_translit
1474,1,474,Новосиль,,35.0,37.04048,52.97387,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=79,"НОВОСИЛЬ , городъ Тульскаго Намѣстничества. Здѣсь бываетъ въ году одна ярмарка въ денъ Преполовенія ; пріѣзжаютъ изъ сосѣдственныхъ городовъ купцы съ разными мѣ-лочными москотильными и красными товарами.",Новосиль,Novosil',Новосиль,Orjol,Russia,517947,RU,http://api.geonames.org/search?north=55.0867&west=35.5421&south=52.8329&name=%D0%9D%D0%BE%D0%B2%D0%BE%D1%81%D0%B8%D0%BB%D1%8C&username=jaguillette&east=39.6827&featureClass=P&type=json,geonames_jsons/Новосиль_474.json,geonames,Тульскаго Намѣстничества,Тульского Наместничества,тульск,35.0,not_in_text,not_иn_text,нот_ин_теxт,,80,Novosil'
1477,1,476,Носовка,,77.0,31.58282,50.93152,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=79,"НОСОВКА , мѣстечко Кіевскаго Намѣстничества и уѣзду. Въ ономъ мѣстечкѣ бываетъ въ году три ярмарки.",Носовка,Nosivka,Носовка,Chernihiv,Ukraine,699917,UA,http://api.geonames.org/search?north=51.49413&west=29.72503&south=49.08008&name=%D0%9D%D0%BE%D1%81%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&east=34.35625&featureClass=P&type=json,geonames_jsons/Носовка_476.json,geonames,Кіевскаго Намѣстничества,Киевского Наместничества,киевск,13.0,Кіевскаго уѣздѣ,Киевского уезде,киевск,77.0,80,Nosovka
1483,1,480,Обоянь,,15.0,36.27919,51.20981,городѣ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=80,"ОБОЯНЬ, городѣ Курскаго Намѣстничества. Въ ономъ бываетъ въ годѣ пять ярмарокъ: первая на Сырной недѣлѣ въ пятницу, вторая въ день Преполовенія , третія Августа 1, четвертая Сентября 8, пятая Декабря б чиселъ; на оныя большею частію деревенскіе жители привозятъ хлѣбъ, конопляное масло и тому подобное.",Обоянь,Oboyan',Обоянь,Kursk,Russia,516400,RU,http://api.geonames.org/search?north=55.716667&west=32.183333&south=47.716667&name=%D0%9E%D0%B1%D0%BE%D1%8F%D0%BD%D1%8C&username=jaguillette&east=40.183333&featureClass=P&type=json,geonames_jsons/Обоянь_480.json,geonames,Курскаго Намѣстничества,Курского Наместничества,курск,15.0,not_in_text,not_иn_text,нот_ин_теxт,,81,Oboian'
1484,1,481,Обрубъ,,68.0,32.33557,56.65394,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=80,"ОБРУБЪ, село Тверскаго Намѣстничества въ уѣздѣ города Зубцова. Здѣсь бываетъ годовая ярмарка Апрѣля 23, въ день Великомученика Георгія; на оную пріѣзжаютъ купцы изъ окрестныхъ ближнихъ городовъ съ мѣлочными шелковыми , бумажными и прочими разными товарами.",Обруб,Obrub,Обруб,Tverskaya,Russia,822673,RU,http://api.geonames.org/search?north=60.857828&west=31.921928&south=52.857828&name=%D0%9E%D0%B1%D1%80%D1%83%D0%B1&username=jaguillette&east=39.921928&featureClass=P&type=json,geonames_jsons/Обруб_481.json,geonames,Тверскаго Намѣстничества,Тверского Наместничества,тверск,33.0,Зубцова,Зубцова,зубцов,68.0,81,"Obrub"""
1487,1,483,Одоевъ,,35.0,36.68639,53.93933,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=81,"ОДОЕВЪ, городъ того же Намѣстничества. Въ ономъ бываетъ три въ году ярмарки : въ десятую , одинадцатую и двенадцатую пятницы по Пасхѣ , на которыя кромѣ деревянной посуды и мѣлочнаго москотильнаго товару ничего не привозятъ.",Одоев,Odoyev,Одоев,Tula,Russia,516197,RU,http://api.geonames.org/search?north=55.0867&west=35.5421&south=52.8329&name=%D0%9E%D0%B4%D0%BE%D0%B5%D0%B2&username=jaguillette&east=39.6827&featureClass=P&type=json,geonames_jsons/Одоев_483.json,geonames,Тульскаго Намѣстничества,Тульского Наместничества,тульск,35.0,not_in_text,not_иn_text,нот_ин_теxт,,82,"Odoev"""
1493,1,487,Олекминскъ,,9.0,120.4203,60.3743,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=81,"ОЛЕКМИНСКЪ , городъ Иркутскаго Намѣстничества. Въ ономъ бываютъ ярмарки въ Іюлѣ и Августѣ мѣсяцахъ.",Олекминск,Olyokminsk,Олекминск,Sakha,Russia,2018571,RU,http://api.geonames.org/search?north=90&west=91.4&south=46.5&name=%D0%9E%D0%BB%D0%B5%D0%BA%D0%BC%D0%B8%D0%BD%D1%81%D0%BA&username=jaguillette&east=180&featureClass=P&type=json,geonames_jsons/Олекминск_487.json,geonames,Иркутскаго Намѣстничества,Иркутского Наместничества,иркутск,9.0,not_in_text,not_иn_text,нот_ин_теxт,,82,"Olekminsk"""
1496,1,489,Олонецъ,,20.0,32.96976,60.98475,уѣздный городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=81,"ОЛОНЕЦЪ, уѣздный городъ Намѣстничества сего имени. Въ семъ городѣ бываютъ въ году двѣ ярмарки : первая Генваря 6, а вторая Сентября 8. Торгъ на оныхъ продолжается по недѣлѣ.",Олонец,Olonets,Олонец,Kareliya,Russia,515403,RU,http://api.geonames.org/search?north=65.783333&west=30.35&south=57.783333&name=%D0%9E%D0%BB%D0%BE%D0%BD%D0%B5%D1%86&username=jaguillette&east=38.35&featureClass=P&type=json,geonames_jsons/Олонец_489.json,geonames,Олонецъ Намѣстничества,Олонец Наместничества,олонец,20.0,not_in_text,not_иn_text,нот_ин_теxт,,82,"Olonets"""
1508,1,492,Омельникъ,,91.0,33.54568,49.20765,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=82,"ОМЕЛЬНИКЪ, мѣстечко Кіевскаго Намѣстничества въ Миргородскомъ уѣздѣ. Въ ономъ бываетъ въ году двѣ ярмарки : одна Іюля 20, а другая Октябру 14; торгуютъ на оныхъ пріѣзжіе изъ уѣзду жители разными мѣлочными товарами, тамъ родящимися и дѣлающимися, какъ - то хлѣбомъ , горячимъ виномъ, разиымъ скотомъ, овчинами , кожами и проч. иногда пріѣзжаютъ и Великороссійскіе купцы съ краснымъ товаромъ.",Омельник,Omel'nik,Омельник,Poltava,Ukraine,698497,UA,http://api.geonames.org/search?north=51.49413&west=29.72503&south=49.08008&name=%D0%9E%D0%BC%D0%B5%D0%BB%D1%8C%D0%BD%D0%B8%D0%BA&username=jaguillette&east=34.35625&featureClass=P&type=json,geonames_jsons/Омельник_492.json,geonames,Кіевскаго Намѣстничества,Киевского Наместничества,киевск,13.0,Миргородскомъ уѣздѣ,Миргородском уезде,миргородск,91.0,83,"Omel'nik"""
1513,1,496,Опушка,,133.0,41.48117,52.60643,отчина,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=82,"ОПУШКА, отчина разныхъ Господъ Тамбовскаго Намѣстничества въ Шатскомъ уѣздѣ. Здѣсь бываетъ въ году ярмарка 8 Іюля; торгуютъ разными товарами , какъ - то пенькою , разнымъ холстомъ медомъ, саломъ и прочимъ.",Опушка,Lesnaya Opushka,Опушка,Tambov,Russia,535784,RU,http://api.geonames.org/search?north=56.716667&west=37.433333&south=48.716667&name=%D0%9E%D0%BF%D1%83%D1%88%D0%BA%D0%B0&username=jaguillette&east=45.433333&featureClass=P&type=json,geonames_jsons/Опушка_496.json,geonames,Тамбовскаго Намѣстничества,Тамбовского Наместничества,тамбовск,32.0,Шатскомъ уѣздѣ,Шатском уезде,шатск,133.0,83,Opushka
1534,1,502,Остапье,,91.0,33.76977,49.54487,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=83,"ОСТАПЬЕ, мѣстечко Кіевскаго Намѣстничества въ Миргородскомъ уѣздѣ. Въ ономъ бываетъ въ годъ четыре ярмарки : первая Генверя 30, вторая Апрѣля 21, третія Іюня 24, четвертая Сентября 20 ; торгуютъ на оныхъ пріѣзжіе изъ уѣзду жители разными мѣлочными товарами , тамъ родящимися, какъ - то хлѣбомъ , горячимъ виномъ, разнымъ скотомъ , овчинами, кожами и проч. иногда пріѣзжаютъ и Великороссійскіе купцы съ краснымъ товаромъ. Здѣсь бываютъ также и еженедѣльные торжки.",Остапье,Ostap'ye,Остапье,Poltava,Ukraine,698250,UA,http://api.geonames.org/search?north=51.49413&west=29.72503&south=49.08008&name=%D0%9E%D1%81%D1%82%D0%B0%D0%BF%D1%8C%D0%B5&username=jaguillette&east=34.35625&featureClass=P&type=json,geonames_jsons/Остапье_502.json,geonames,Кіевскаго Намѣстничества,Киевского Наместничества,киевск,13.0,Миргородскомъ уѣздѣ,Миргородском уезде,миргородск,91.0,84,Ostap'e
1535,1,503,Осташковъ,,33.0,33.10753,57.14667,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=83,"ОСТАШКОВЪ, городъ Тверскаго Намѣстничества. Въ немъ бываютъ въ году три ярмарки.",Осташков,Ostashkov,Осташков,Tverskaya,Russia,514259,RU,http://api.geonames.org/search?north=60.857828&west=31.921928&south=52.857828&name=%D0%9E%D1%81%D1%82%D0%B0%D1%88%D0%BA%D0%BE%D0%B2&username=jaguillette&east=39.921928&featureClass=P&type=json,geonames_jsons/Осташков_503.json,geonames,Тверскаго Намѣстничества,Тверского Наместничества,тверск,33.0,not_in_text,not_иn_text,нот_ин_теxт,,84,"Ostashkov"""
1566,1,508,Острогожскъ,,5.0,39.07562,50.8664,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=84,"ОСТРОГОЖСКЪ, городъ Воронежскаго Намѣстничества. Въ ономъ бываютъ ярмарки: первая по Пасхѣ въ десятую пятницу, вторая Сентября 8, третія Декабря 6. Пріѣзжаютъ на оныя Россійскіе и иностранные купцы и Греки; привозятъ парчи и прочія шелковыя мате-ріи , сукна , серебреную и фарфоровую посуду, галантерейныя вещи и прочее.",Острогожск,Ostrogozhsk,Острогожск,Voronezj,Russia,514198,RU,http://api.geonames.org/search?north=52.7866&west=37.234&south=48.1597&name=%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B3%D0%BE%D0%B6%D1%81%D0%BA&username=jaguillette&east=43.0242&featureClass=P&type=json,geonames_jsons/Острогожск_508.json,geonames,Воронежскаго Намѣстничества,Воронежского Наместничества,воронежск,5.0,not_in_text,not_иn_text,нот_ин_теxт,,85,"Ostrogozhsk"""
