uniq_id,ru_old_orth,alt_name,partof_id,x_coord,y_coord,ru_featuretype,SOURCE,description,ru_new_orth,lc_trans,pres_loc,pres_country,country_code,beg_yr,end_yr,lc_featuretype,id_featuretype,en_featuretype,xy_type,partof_prov,partof_uezd,partof_prov_name,partof_uezd_name,geonameId,uezd_adj
545,Елисаветъ-Градъ,,8,32.2597,48.5132,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=42,"ЕЛИСАВЕТЪ-ГРАДЪ, городъ Екатеринославскаго Намѣстничества. Въ ономъ бываетъ въ году четыре ярмарки.",Елисаветъ-Град,"Elisavet""-Grad","Kirovohrad, Kirovohrads'ka oblast",Ukraine,UA,,,,,,POINT,8,545.0,Екатеринославское Намѣстничество,,http://www.geonames.org/705812,
546,Зинковъ,Зѣнковъ,38,34.36376,50.208059999999996,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=45,"ЗИНКОВЪ, или ЗѢНКОВЪ, городъ Черниговскаго Намѣстничества. Въ ономъ бываетъ въ годъ четыре ярмарки : первая Іюня 25 , въ день С. Іоанна Крестителя , вторая 15 Августа , въ день успенія Пресвятыя Богородицы, третія Октября 1, въ день Покрова Пресвятыя Богородицы , четвертая Декабря б, въ день Святителя Николая. На оныхъ торгуютъ разнымъ скотомъ, хлѣбомъ и съѣстными припасами. Здѣсь бываютъ и еженедѣльные торжки въ понедѣльникъ и пятокъ, и торгуютъ на оныхъ хлѣбомъ.",Зинков,Zinkov,"Zin'kiv, Poltavs'ka oblast",Ukraine,UA,,,,,,POINT,38,546.0,Черниговское Намѣстничество,,http://www.geonames.org/687292,Зеньковский
547,Кириловъ,,18,38.38128,59.86299,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=53,"КИРИЛОВЪ , городъ Новогородскаго Намѣстничества. Въ немъ бываетъ годовая ярмарка Марта 17 дня, называемая Алексѣевская.",Кирилов,Kirilov,"Kirillov, Vologda Oblast",Russia,RU,,,,,,POINT,18,547.0,Новогородское Намѣстничество,,http://www.geonames.org/548478,Кирилловский
548,Малой Архангельскъ,,21,36.50332,52.400240000000004,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=70,"МАЛОЙ АРХАНГЕЛЬСКЪ, городъ Орловскаго Намѣстничества. Въ немъ бываетъ дважды въ недѣлю съѣздъ.",Малой Архангельск,Maloi Arkhangel'sk,"Maloarkhangelsk, Oryol Oblast",Russia,RU,,,,,,POINT,21,548.0,Орловское Намѣстничество,,http://www.geonames.org/530966,Малоархангельский
549,Малой Ярославецъ,,12,36.47185,55.01456999999999,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=70,"МАЛОЙ ЯРОСЛАВЕЦЪ, городъ Калужскаго Намѣстничества. Въ немъ бываютъ въ годъ ярмарки Апрѣля 23, Маія 9, Ноября 26, Декабря б и въ десятую пятницу по Пасхѣ , на которыя пріѣзжаютъ купцы изъ Боровска, Вереи и Серпухова съ шелковыми и бумажными платками , китайками , выбойками, чаемъ, сахаромъ, кофіемъ и разными москотильными товарами ; а главную часть сего торгу составляютъ окрестные жители, которые привозятъ съѣстные припасы и деревенскія издѣлья.",Малой Ярославец,Maloi Iaroslavets,"Maloyaroslavets, Kaluga Oblast",Russia,RU,,,,,,POINT,12,549.0,Калужское Намѣстничество,,http://www.geonames.org/530849,Малоярославецкий
550,Мангазея,Туруханскъ,34,87.95006,65.79479,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=70,"МАНГАЗЕЯ, или ТУРУХАНСКЪ, городъ Тобольскаго Намѣстничества. Въ семъ городѣ бываетъ ярмарка въ лѣтнее время въ Іюнѣ и Іюлѣ мѣсяцахъ; торги бываютъ съ Великороссій-скими и Сибирскими разныхъ городовъ купцами покупкою всякихъ уловленныхъ звѣрей Сибирскихъ и продажею мѣлочныхъ товаровъ Россійскихъ.",Мангазея,Mangazeia,"Turukhansky District, Krasnoyarsk Krai",Russia,RU,,,,,,POINT,34,550.0,Тобольское Намѣстничество,,http://www.geonames.org/1488903,Туруханский
551,Мглинъ,,19,32.84753,53.05907,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=71,"МГЛИНЪ, городъ Новогородскаго - Сѣверскаго Намѣстничества. Въ ономъ бываетъ въ годъ три ярмарки : первая на третіей недѣлѣ великаго поста, другая въ день Сошествія Святаго Духа, третія Августа 9 числа. На оныя съѣзжаются изъ сосѣдственныхъ мѣстъ купцы съ краснымъ товаромъ и другими мѣлочными; также купечество города торгуетъ своими произрастѣніями и произведеніями, какъ - то пенькою , коноплянымъ масломъ, горячимъ виномъ, табакомъ и прочими мѣлочми ; пеньку нѣкоторые купцы отправляютъ къ С. Петербургскому и Рижскому портамъ и въ пристани Порѣцкую и Иржевскую.",Мглин,Mglin,"Mglin, Bryansk Oblast",Russia,RU,,,,,,POINT,19,551.0,Новогород - Сѣверское Намѣстничество,,http://www.geonames.org/527217,Мглинский район
552,Нейшлотъ,,6,28.879990000000003,61.8699,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=78,"НЕЙШЛОТЪ, городъ Выборгскаго Намѣстничества. Въ немъ 1780 году учреждена годовая ярмарка 15 Сентября.",Нейшлот,Neishlot,Savonlinna,Finland,FI,,,,,,POINT,6,552.0,Выборгское Намѣстничество,,http://www.geonames.org/637292,
553,Переславль Залѣской,,3,38.85626,56.739340000000006,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=85,"ПЕРЕСЛАВЛЬ ЗАЛѢСКОЙ , городъ Владимерскаго Намѣстничества. Бываетъ здѣсь годовая ярмарка съ 23 Іюня, и продолжается недѣлю; на оной отправляется торгъ льнянымиколстами, которые покупаются какъ Переславскими, такъ и пріѣзжими изъ разныхъ городовъ купцами. Московскіе купцы привозятъ разные мѣлкіе серебреные товары , какъ - то оклады на образа и прочее; бо-лѣежь крестяне привозятъ разный хлѣбъ на продажу; а въ уѣздѣ сего города въ трехъ селахъ торгуютвъ мелочными товарами и крестьянскими издѣльями.",Переславль Залеской,Pereslavl' Zaleskoi,"Pereslavl-Zalessky, Yaroslavl Oblast",Russia,RU,,,,,,POINT,3,553.0,Владимерское Намѣстничество,,http://www.geonames.org/511359,Переславль-Залесский
554,Перновъ,,27,24.49711,58.38588000000001,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=86,"ПЕРНОВЪ, городъ Рижскаго Намѣстничест а. Въ ономъ бываетъ годовая ярмарка , спустя три недѣли послѣ Иванова дня , и продолжается четыре недѣли.",Пернов,Pernov,"Pärnu, Pärnu County",Estonia,EE,,,,,,POINT,27,554.0,Рижское Намѣстничество,,http://www.geonames.org/589580,
555,Пудога,,20,36.5277,61.80415,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=92,"ПУДОГА, иди ПУДОЖСКЪ, городъ Олонецкаго Намѣстничества. Здѣсь бываетъ годовая ярмарка Декабря 6 дня; торги производятся лавочнымъ товаромъ , но большею частію мягкою рухлядью, для которой пріѣзжаютъ купцы изъ разныхъ Россійскихъ городовъ, въ томъ числѣ и изъ С. Петербурга.",Пудога,Pudoga,"Pudozh, Republic of Karelia",Russia,RU,,,,,,POINT,20,555.0,Олонецкое Намѣстничество,,http://www.geonames.org/504269,Пудожский
556,Ржевъ Володимеровъ,,33,34.32817,56.262409999999996,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=94,"РЖЕВЪ ВОЛОДИМЕРОВЪ , городъ Тверскаго Намѣстничества. Въ ономъ бываетъ въ каждомъ году двѣ ярмарки: одна великаго поста въ недѣлю православія, другая Іюня 29 дня ; товары привозятъ разные мос-котильные , шелковые , позументы золотые и серебреные, камки , парчи , грезети , тафты и прочіе мѣлочные бумажные, также хлѣбъ и различные крестьянскій издѣлья.",Ржев Володимеров,Rzhev Volodimerov,"Rzhev, Tver Oblast",Russia,RU,,,,,,POINT,33,556.0,Тверское Намѣстничество,,http://www.geonames.org/499717,Ржев
